round_id,scene_id,qx,qy,qz,qw,x,y,z,width,score,label,integration_time,planning_time
54,352c1354587841a08d006596da06f3b2,-0.9832264365409125,0.14489736807265177,0.09657451528069257,-0.0542576281362994,0.21750000000000005,0.11250000000000002,0.11250000000000002,0.0357690453529358,0.93446946,1,0.012791633605957031,0.05027580261230469
60,3f8c732ebda3411c9a0de7d766df6806,-0.9619929646448484,-0.25662773463306876,0.005345217337886581,0.09318353096189039,0.17250000000000004,0.08250000000000002,0.10500000000000002,0.036708211898803716,0.90278155,1,0.012759685516357422,0.05017709732055664
65,0b2f576511d94dc79ff58d81c303c40c,-0.9064281225667408,0.41328172247331696,0.04630700316353284,0.07376949198438625,0.15750000000000003,0.09000000000000002,0.11250000000000002,0.03396255254745484,0.97707665,1,0.013054847717285156,0.050447702407836914
75,737de6b8b6a44d35b9de3d79cef4f096,-0.8268358574175813,-0.5367174062062647,-0.1582776580575023,0.05678973255426772,0.14250000000000002,0.10500000000000002,0.11250000000000002,0.03431007385253907,0.95113325,1,0.01287078857421875,0.05034065246582031
78,c0c65a25f5ff44d3a84be6dbfa3ee04f,-0.7855341113846929,-0.599869629911004,0.12103604204631781,-0.09188505584292901,0.17250000000000004,0.21750000000000005,0.10500000000000002,0.03789914131164551,0.907907,1,0.014748334884643555,0.05327892303466797
80,1be0e446b3504cb885b7a02be3d191a6,-0.6996569912770197,-0.7053953685883285,-0.09874984919983266,0.05608864247184999,0.13500000000000004,0.09000000000000002,0.11250000000000002,0.032667875289917,0.9678049,1,0.012878656387329102,0.055715322494506836
87,e5eb8dbb47924c838bdb16e7f2083d15,-0.9918688768083719,0.12406734667833727,0.013510935325085066,-0.024917450385972442,0.12750000000000003,0.16500000000000004,0.11250000000000002,0.042071510553359996,0.9421351,1,0.016808032989501953,0.05062532424926758
93,d30355c09b5942bd82db33ecc8422c4a,-0.9235862614252931,-0.29371297743429525,-0.24641354704167834,-0.001211786891342635,0.12750000000000003,0.10500000000000002,0.10500000000000002,0.036220010519027714,0.9434588,1,0.01324152946472168,0.05148005485534668
95,5a20668c58bb4ceb9b237bdb33c089f2,-0.8592996835465523,-0.510904350460894,0.012739141872461848,-0.020457585421557678,0.10500000000000002,0.16500000000000004,0.12000000000000002,0.034933898448944095,0.9821819,1,0.013197183609008789,0.05093860626220703
96,469e244fe4f645adbc8ed9fe737576ff,-0.7445851691737085,-0.6614619606599532,-0.07621745150488787,0.047454194045946536,0.16500000000000004,0.12000000000000002,0.11250000000000002,0.03900293111801148,0.923409,1,0.013464689254760742,0.052602291107177734
99,110a180760c6460fbfe7ba79c52bacf6,-0.9850739693952669,-0.004715600448316651,-0.16659101602438597,-0.0430635729152531,0.09000000000000002,0.18750000000000003,0.10500000000000002,0.03759696722030641,0.93945074,1,0.014204978942871094,0.05060458183288574
99,118520cb47164f78810adae0133abd27,-0.8290208364987408,-0.5281874401683022,-0.1744959011518498,0.05739042760415573,0.16500000000000004,0.09750000000000002,0.10500000000000002,0.03248690128326417,0.9387255,1,0.016531705856323242,0.057566165924072266
